"Event_rate","Scenario","Visit","CI_type","Coverage","rank","mean","q1","q3","old_rank","coverage_old","mean_old","q1_old","q3_old"
1,5,3,"Bootstrap",0.741,5,0.692792890766778,0.304451337850476,0.974132261302393,"Bootstrap",0.738,0.688538782499179,0.300987653871365,0.970698923045156
1,5,4,"Jackknife MVN",0.923236514522822,1,3.11079128030377,2.37642358220236,3.84097176340989,"Jackknife MVN",0.923236514522822,3.11079128030377,2.37642358220236,3.84097176340989
1,5,4,"LEF both",0.829,2,0.601788996826336,0.371308999263185,0.784728957200619,"Jackknife Wald",0.819,0.948236253664919,0.243474758295173,1.13851859516409
1,5,4,"LEF outcome",0.829,2,0.602786492597623,0.373132559218924,0.786555545087589,"LEF outcome",0.813,0.594043017721332,0.354037667776899,0.791287726978078
1,5,4,"Jackknife Wald",0.814,3,0.944911428368367,0.239194175102493,1.13153249832586,"LEF both",0.809,0.584412945380799,0.348971708491363,0.778460688438546
1,5,4,"Bootstrap",0.721,4,0.699161451276715,0.307759149209563,0.916656905324153,"Bootstrap",0.708,0.695874768567807,0.304500914769799,0.914389422266289
1,5,4,"Sandwich",0.69432918395574,5,0.496390882040961,0.275558909767367,0.653695377138295,"Sandwich",0.69432918395574,0.496390882040961,0.275558909767367,0.653695377138295
1,6,0,"LEF both",0.923,1,1.77070438352096,0.874559051573699,2.42664610829906,"LEF both",0.913,1.7326566749064,0.842099148730496,2.38545428321169
1,6,0,"LEF outcome",0.923,1,1.77070438325387,0.874559052302518,2.42664610829906,"LEF outcome",0.913,1.73265667467295,0.842099148892722,2.38545428321169
1,6,0,"Sandwich",0.880434782608696,2,1.67098306874333,1.36666376053456,1.97091004635553,"Sandwich",0.880434782608696,1.67098306874333,1.36666376053456,1.97091004635553
1,6,0,"Bootstrap",0.671,3,0.913109870584305,0.43694003719225,1.28045236743456,"Bootstrap",0.731,0.916478504252678,0.444526228212516,1.28390936364253
1,6,0,"Jackknife MVN",0.644444444444444,4,12.3744092805148,2.98100802389826,21.5330325365258,"Jackknife Wald",0.651,0.946336413706589,0.37727100209875,1.29151614318538
1,6,0,"Jackknife Wald",0.642,5,0.937009367578764,0.369299098793545,1.28754420942905,"Jackknife MVN",0.644444444444444,12.3744092805148,2.98100802389826,21.5330325365258
1,6,1,"LEF outcome",0.949,1,0.929529213369096,0.498829047697773,1.15327225378312,"LEF outcome",0.933,0.91409977299981,0.47983946388777,1.14845865576149
1,6,1,"LEF both",0.948,2,0.927703121261975,0.499250426901641,1.15349321918926,"LEF both",0.932,0.906568579687293,0.479531678772172,1.14413088536592
1,6,1,"Sandwich",0.83695652173913,3,1.22542719243274,0.600540863442605,1.46600717392961,"Sandwich",0.83695652173913,1.22542719243274,0.600540863442605,1.46600717392961
1,6,1,"Jackknife MVN",0.696969696969697,4,5.98595787438387,3.28015818025285,8.04347812491173,"Jackknife MVN",0.696969696969697,5.98595787438387,3.28015818025285,8.04347812491173
1,6,1,"Jackknife Wald",0.667,5,0.767824747383906,0.215166137826829,0.884679107252567,"Jackknife Wald",0.668,0.773403660311483,0.218374069088569,0.887188893321596
1,6,1,"Bootstrap",0.603,6,0.689753095945975,0.277488007641847,0.858997180774296,"Bootstrap",0.612,0.689017298812581,0.281487416404431,0.842183230298691
1,6,2,"LEF outcome",0.911,1,0.56440801595382,0.328997298201724,0.678710367528976,"LEF outcome",0.891,0.552606176184348,0.314476543082069,0.66681396896882
1,6,2,"LEF both",0.91,2,0.563711843991468,0.329412776669055,0.67941008971624,"LEF both",0.889,0.548332070306083,0.310923018891067,0.666173782467112
