"Visit","Scenario","Event_rate","CI_type","Coverage","rank","old_rank","coverage_old"
2,8,3,"Bootstrap",0.861,6,"Bootstrap",0.861
3,8,3,"Jackknife_MVN",0.967174677608441,1,"Jackknife_MVN",0.958381502890173
3,8,3,"Jackknife_Wald",0.929,2,"Jackknife_Wald",0.928
3,8,3,"LEF_outcome",0.78,3,"LEF_outcome",0.815
3,8,3,"LEF_both",0.778,4,"LEF_both",0.803
3,8,3,"Bootstrap",0.776,5,"Bootstrap",0.788
3,8,3,"Sandwich",0.771428571428571,6,"Sandwich",0.768980477223427
4,8,3,"Jackknife_MVN",0.966002344665885,1,"Jackknife_MVN",0.963005780346821
4,8,3,"Jackknife_Wald",0.927,2,"Jackknife_Wald",0.923
4,8,3,"Bootstrap",0.733,3,"Bootstrap",0.73
4,8,3,"Sandwich",0.661375661375661,4,"LEF_outcome",0.67
4,8,3,"LEF_outcome",0.658,5,"LEF_both",0.67
4,8,3,"LEF_both",0.654,6,"Sandwich",0.644251626898048
0,9,3,"Sandwich",0.960276338514681,1,"Jackknife_MVN",0.961456102783726
0,9,3,"Jackknife_MVN",0.95850622406639,2,"Sandwich",0.951807228915663
0,9,3,"Jackknife_Wald",0.923,3,"Jackknife_Wald",0.924
0,9,3,"LEF_outcome",0.91,4,"LEF_outcome",0.904
0,9,3,"LEF_both",0.91,4,"LEF_both",0.904
0,9,3,"Bootstrap",0.894,5,"Bootstrap",0.888
1,9,3,"Jackknife_MVN",0.935684647302905,1,"Jackknife_MVN",0.944325481798715
1,9,3,"Sandwich",0.873920552677029,2,"Sandwich",0.839931153184165
1,9,3,"LEF_outcome",0.788,3,"LEF_outcome",0.804
1,9,3,"LEF_both",0.788,3,"Jackknife_Wald",0.799
1,9,3,"Jackknife_Wald",0.782,4,"LEF_both",0.789
1,9,3,"Bootstrap",0.728,5,"Bootstrap",0.742
2,9,3,"Jackknife_MVN",0.794605809128631,1,"Jackknife_MVN",0.813704496788009
2,9,3,"Sandwich",0.708117443868739,2,"Sandwich",0.707401032702238
2,9,3,"LEF_outcome",0.694,3,"Jackknife_Wald",0.706
2,9,3,"LEF_both",0.69,4,"LEF_outcome",0.699
2,9,3,"Jackknife_Wald",0.672,5,"LEF_both",0.69
2,9,3,"Bootstrap",0.582,6,"Bootstrap",0.595
3,9,3,"Jackknife_MVN",0.809128630705394,1,"Jackknife_MVN",0.80728051391863
3,9,3,"Jackknife_Wald",0.741,2,"Jackknife_Wald",0.744
3,9,3,"Sandwich",0.692573402417962,3,"Sandwich",0.683304647160069
3,9,3,"LEF_both",0.654,4,"LEF_outcome",0.649
3,9,3,"LEF_outcome",0.653,5,"LEF_both",0.645
3,9,3,"Bootstrap",0.514,6,"Bootstrap",0.516
4,9,3,"Jackknife_MVN",0.825726141078838,1,"Jackknife_MVN",0.815845824411135
4,9,3,"Jackknife_Wald",0.793,2,"Jackknife_Wald",0.799
4,9,3,"Sandwich",0.706390328151986,3,"Sandwich",0.710843373493976
4,9,3,"LEF_both",0.621,4,"LEF_outcome",0.613
4,9,3,"LEF_outcome",0.619,5,"LEF_both",0.611
4,9,3,"Bootstrap",0.507,6,"Bootstrap",0.52
